API10,Continous Injected (bbl),Cyclic Injected (bbl),Days Well Injected,Days Well Produced,Field Name,Gas Produced (Mcf),Latitude,Lease Name,Longitude,Month,Oil Produced (bbl),Operator Name,Pool Code,Range,Section,Spud,Total Steam Injected (bbl),Township,Water Injected (bbl),Water Produced (bbl),Well,Well Type Inj,Well Type Prod
0402900522,,,,26.0,Ant Hill,0.0,35.39703,,-118.862005,2004-01-01,66.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,1014.0,81,,OG
0402900522,,,,31.0,Ant Hill,0.0,35.39703,,-118.862005,2003-12-01,51.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,1209.0,81,,OG
0402900522,,,,30.0,Ant Hill,0.0,35.39703,,-118.862005,2003-11-01,71.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,1170.0,81,,OG
0402900522,,,,30.0,Ant Hill,0.0,35.39703,,-118.862005,2003-10-01,71.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,1170.0,81,,OG
0402900522,,,,30.0,Ant Hill,0.0,35.39703,,-118.862005,2003-09-01,101.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,2200.0,81,,OG
0402900522,,,,30.0,Ant Hill,0.0,35.39703,,-118.862005,2001-06-01,34.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,356.0,81,,OG
0402900522,,,,31.0,Ant Hill,0.0,35.39703,,-118.862005,2001-05-01,40.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,325.0,81,,OG
0402900522,,,,30.0,Ant Hill,0.0,35.39703,,-118.862005,2001-04-01,29.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,360.0,81,,OG
0402900522,,,,30.0,Ant Hill,0.0,35.39703,,-118.862005,2001-03-01,37.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,360.0,81,,OG
0402900522,,,,28.0,Ant Hill,0.0,35.39703,,-118.862005,2001-02-01,32.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,336.0,81,,OG
0402900522,,,,31.0,Ant Hill,0.0,35.39703,,-118.862005,2001-01-01,39.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,369.0,81,,OG
0402900522,,,,25.0,Ant Hill,0.0,35.39703,,-118.862005,2000-12-01,36.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,296.0,81,,OG
0402900522,,,,4.0,Ant Hill,0.0,35.39703,,-118.862005,2000-11-01,20.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,140.0,81,,OG
0402900522,,,,5.0,Ant Hill,0.0,35.39703,,-118.862005,2000-10-01,23.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,175.0,81,,OG
0402900522,,,,4.0,Ant Hill,0.0,35.39703,,-118.862005,2000-09-01,17.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,140.0,81,,OG
0402900522,,,,4.0,Ant Hill,0.0,35.39703,,-118.862005,2000-08-01,20.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,140.0,81,,OG
0402900522,,,,5.0,Ant Hill,0.0,35.39703,,-118.862005,2000-07-01,25.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,175.0,81,,OG
0402900522,,,,5.0,Ant Hill,0.0,35.39703,,-118.862005,2000-06-01,24.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,175.0,81,,OG
0402900522,,,,5.0,Ant Hill,0.0,35.39703,,-118.862005,2000-05-01,20.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,175.0,81,,OG
0402900522,,,,5.0,Ant Hill,0.0,35.39703,,-118.862005,2000-04-01,25.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,175.0,81,,OG
0402900522,,,,31.0,Ant Hill,0.0,35.39703,,-118.862005,2000-03-01,148.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,1085.0,81,,OG
0402900522,,,,29.0,Ant Hill,0.0,35.39703,,-118.862005,2000-02-01,26.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,175.0,81,,OG
0402900522,,,,14.0,Ant Hill,0.0,35.39703,,-118.862005,2000-01-01,11.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,84.0,81,,OG
0402900522,,,,7.0,Ant Hill,0.0,35.39703,,-118.862005,1999-12-01,7.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,42.0,81,,OG
0402900522,,,,29.0,Ant Hill,0.0,35.39703,,-118.862005,1984-02-01,0.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,2320.0,81,,OG
0402900522,,,,31.0,Ant Hill,0.0,35.39703,,-118.862005,1984-01-01,0.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,2480.0,81,,OG
0402900522,,,,31.0,Ant Hill,0.0,35.39703,,-118.862005,1983-12-01,0.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,2480.0,81,,OG
0402900522,,,,30.0,Ant Hill,0.0,35.39703,,-118.862005,1983-11-01,0.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,2400.0,81,,OG
0402900522,,,,31.0,Ant Hill,0.0,35.39703,,-118.862005,1983-10-01,0.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,2480.0,81,,OG
0402900522,,,,30.0,Ant Hill,0.0,35.39703,,-118.862005,1983-09-01,18.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,7007.0,81,,OG
0402900522,,,,31.0,Ant Hill,0.0,35.39703,,-118.862005,1982-03-01,29.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,10881.0,81,,OG
0402900522,,,,1.0,Ant Hill,0.0,35.39703,,-118.862005,1982-02-01,1.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,351.0,81,,OG
0402900522,,,,2.0,Ant Hill,0.0,35.39703,,-118.862005,1982-01-01,2.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,702.0,81,,OG
0402900522,,,,9.0,Ant Hill,0.0,35.39703,,-118.862005,1981-12-01,185.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,8793.0,81,,OG
0402900522,,,,5.0,Ant Hill,0.0,35.39703,,-118.862005,1981-11-01,103.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,4885.0,81,,OG
0402900522,,,,8.0,Ant Hill,0.0,35.39703,,-118.862005,1981-10-01,120.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,7816.0,81,,OG
