District #,Formatted API #,Operator Name,Operator Code,Field Name,Field Code,API #,Lease Name,Well #,Well Status,Pool WellTypes,Section,Township,Range,Base Meridian,Area Code,Area Name,Latitude,Longitude,GISSourceCode,DatumCode,BLMWell,DryHole,Directional,Hydraulically Fractured,SPUD Date,Completion Date,Abandoned Date
5,019-04129,Aera Energy LLC,A0610,Coalinga,150,01904129,Penn-Zier,Z-9,P,OG,1,20S,14.0,MD,0,Any Area,36.209354366,-120.396225394,opr,83,N,N,N, ,1909-05-01,1909-06-27,1986-02-18
5,019-04130,Aera Energy LLC,A0610,Coalinga,150,01904130,Penn-Zier,Z-10,P,OG,1,20S,14.0,MD,0,Any Area,36.209354379,-120.397495461,opr,83,N,N,N, ,1913-08-19,1913-10-10,1986-02-24
5,019-04131,Aera Energy LLC,A0610,Coalinga,150,01904131,Penn-Zier,Z-11,A,"OB, OG",1,20S,14.0,MD,0,Any Area,36.209418389,-120.398617521,gps,83,N,N,N, ,1909-08-06,1909-08-28,
5,019-04132,Aera Energy LLC,A0610,Coalinga,150,01904132,Penn-Zier,Z-12,P,OG,1,20S,14.0,MD,0,Any Area,36.2094294,-120.399791583,gps,83,N,N,N, ,1909-09-12,1909-10-04,2002-01-18
5,019-04133,Aera Energy LLC,A0610,Coalinga,150,01904133,Penn-Zier,Z-13,P,OG,1,20S,14.0,MD,0,Any Area,36.210014349,-120.396225398,opr,83,N,N,N, ,1909-11-12,1910-01-07,1985-12-31
5,019-04134,Aera Energy LLC,A0610,Coalinga,150,01904134,Penn-Zier,Z-14,P,OG,1,20S,14.0,MD,0,Any Area,36.210114357,-120.397265454,opr,83,N,N,N, ,1910-01-11,1910-02-02,1986-03-04
5,019-04135,Aera Energy LLC,A0610,Coalinga,150,01904135,Penn-Zier,Z-15,P,OG,1,20S,14.0,MD,0,Any Area,36.21153431,-120.396265411,opr,83,N,N,N, ,,,1986-01-02
5,019-04136,Aera Energy LLC,A0610,Coalinga,150,01904136,Penn-Zier,Z-16,P,OG,1,20S,14.0,MD,0,Any Area,36.212673281,-120.396325422,gps,83,N,N,N, ,1911-11-01,1911-12-01,2001-10-19
5,019-04137,Aera Energy LLC,A0610,Coalinga,150,01904137,Penn-Zier,Z-17,P,OG,1,20S,14.0,MD,0,Any Area,36.213279297,-120.399516596,gps,83,N,N,N, ,1912-05-04,1912-05-18,2001-07-20
5,019-04138,Aera Energy LLC,A0610,Coalinga,150,01904138,Penn-Zier,Z-18,P,OG,1,20S,14.0,MD,0,Any Area,36.214212272,-120.399495601,gps,83,N,N,N, ,1912-05-25,1912-06-12,2001-01-04
5,019-04139,Aera Energy LLC,A0610,Coalinga,150,01904139,Penn-Zier,Z-19,P,OG,1,20S,14.0,MD,0,Any Area,36.212657313,-120.399529592,gps,83,N,N,N, ,1917-09-13,1917-10-05,2001-11-08
5,019-04140,Aera Energy LLC,A0610,Coalinga,150,01904140,Penn-Zier,Z-20,P,OG,1,20S,14.0,MD,0,Any Area,36.211942332,-120.399569589,gps,83,N,N,N, ,1917-11-16,1917-12-09,2001-11-08
5,019-04141,Aera Energy LLC,A0610,Coalinga,150,01904141,Penn-Zier,Z-21,P,OG,1,20S,14.0,MD,0,Any Area,36.212703303,-120.398573542,gps,83,N,N,N, ,1918-07-10,1918-08-18,2001-07-16
5,019-04142,Aera Energy LLC,A0610,Coalinga,150,01904142,Penn-Zier,Z-22,P,OG,1,20S,14.0,MD,0,Any Area,36.211163353,-120.399566584,gps,83,N,N,N, ,1918-08-27,1918-09-25,2001-09-06
5,019-04143,Aera Energy LLC,A0610,Coalinga,150,01904143,Penn-Zier,Z-23,P,OG,1,20S,14.0,MD,0,Any Area,36.215225241,-120.398966581,gps,83,N,N,N, ,1920-09-07,1920-11-10,2001-09-07
5,019-04144,Aera Energy LLC,A0610,Coalinga,150,01904144,Penn-Zier,Z-24,P,OG,1,20S,14.0,MD,0,Any Area,36.215204228,-120.397612509,gps,83,N,N,N, ,1920-11-23,1921-07-06,2001-02-01
5,019-04145,Aera Energy LLC,A0610,Coalinga,150,01904145,Penn-Zier,Z-25,P,OG,1,20S,14.0,MD,0,Any Area,36.215189255,-120.400332653,gps,83,N,N,N, ,1921-01-12,1921-05-24,2001-10-26
5,019-04146,Aera Energy LLC,A0610,Coalinga,150,01904146,Penn-Zier,Z-26,P,OG,1,20S,14.0,MD,0,Any Area,36.216221212,-120.398736575,gps,83,N,N,N, ,1925-04-07,1925-05-02,2000-10-12
5,019-04147,Aera Energy LLC,A0610,Coalinga,150,01904147,Penn-Zier,Z-27,P,OG,1,20S,14.0,MD,0,Any Area,36.215972195,-120.396354447,gps,83,N,N,N, ,1928-02-22,1928-03-19,2000-10-12
5,019-04148,Aera Energy LLC,A0610,Coalinga,150,01904148,Penn-Zier,Z-28,P,OG,1,20S,14.0,MD,0,Any Area,36.214864224,-120.396339439,gps,83,N,N,N, ,1928-06-18,1928-07-16,2001-07-19
